Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"422", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"423", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.778, -150.5,   0.91507, 3,    236.285,   89.0,   0.98379
"424", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"425", 0.416, 1,    227.733,  -29.0,   0.94819, 2,    218.086, -150.8,   0.90802, 3,    237.178,   89.1,   0.98751
"426", 0.416, 1,    227.916,  -29.0,   0.94895, 2,    218.162, -150.7,   0.90833, 3,    237.156,   89.1,   0.98742
"427", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.937, -150.5,   0.91156, 3,    236.607,   88.9,   0.98513
"428", 0.416, 1,    230.793,  -29.1,   0.96093, 2,    217.011, -150.5,   0.90354, 3,    236.925,   88.8,   0.98646
"429", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"430", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.779, -150.5,   0.91507, 3,    236.275,   89.0,   0.98375
"431", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"432", 0.416, 1,    227.119,  -28.9,   0.94563, 2,    217.829, -150.8,   0.90695, 3,    237.253,   89.1,   0.98782
"433", 0.416, 1,    227.733,  -29.0,   0.94819, 2,    218.086, -150.8,   0.90802, 3,    237.178,   89.1,   0.98751
"434", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.938, -150.5,   0.91157, 3,    236.568,   88.9,   0.98497
"435", 0.416, 1,    230.787,  -29.1,    0.9609, 2,    216.991, -150.5,   0.90346, 3,    236.926,   88.8,   0.98646
"436", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"437", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.779, -150.5,   0.91507, 3,    236.264,   89.0,   0.98371
"438", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"439", 0.416, 1,     226.25,  -28.9,   0.94201, 2,    217.466, -150.9,   0.90544, 3,     237.36,   89.2,   0.98827
"440", 0.416, 1,    227.119,  -28.9,   0.94563, 2,    217.829, -150.8,   0.90695, 3,    237.253,   89.1,   0.98782
"441", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.938, -150.5,   0.91157, 3,    236.546,   88.9,   0.98488
"442", 0.416, 1,    230.782,  -29.1,   0.96088, 2,    216.974, -150.5,   0.90339, 3,    236.927,   88.8,   0.98646
"443", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"444", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.779, -150.5,   0.91507, 3,    236.252,   89.0,   0.98366
"445", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"446", 0.416, 1,    225.627,  -28.8,   0.93942, 2,    217.206, -150.9,   0.90435, 3,    237.436,   89.2,   0.98859
"447", 0.416, 1,     226.25,  -28.9,   0.94201, 2,    217.466, -150.9,   0.90544, 3,     237.36,   89.2,   0.98827
"448", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.938, -150.5,   0.91157, 3,    236.525,   88.9,   0.98479
"449", 0.416, 1,    230.778,  -29.1,   0.96086, 2,    216.961, -150.5,   0.90333, 3,    236.927,   88.8,   0.98647
"450", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"451", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.779, -150.5,   0.91507, 3,    236.211,   89.0,   0.98348
"452", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"453", 0.416, 1,    225.438,  -28.8,   0.93863, 2,    217.127, -150.9,   0.90403, 3,     237.46,   89.2,   0.98868
"454", 0.416, 1,    225.627,  -28.8,   0.93942, 2,    217.206, -150.9,   0.90435, 3,    237.436,   89.2,   0.98859
"455", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.938, -150.5,   0.91157, 3,    236.505,   88.9,   0.98471
"456", 0.416, 1,    230.772,  -29.1,   0.96084, 2,     216.94, -150.5,   0.90325, 3,    236.928,   88.8,   0.98647
"457", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"458", 0.416, 1,    231.629,  -29.3,   0.96441, 2,    219.782, -150.5,   0.91508, 3,    236.009,   89.0,   0.98264
"459", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"460", 0.416, 1,    225.057,  -28.8,   0.93704, 2,    216.873, -151.0,   0.90297, 3,    237.471,   89.2,   0.98873
"461", 0.416, 1,    225.438,  -28.8,   0.93863, 2,    217.127, -150.9,   0.90403, 3,     237.46,   89.2,   0.98868
"462", 0.416, 1,    225.269,  -28.8,   0.93793, 2,    217.128, -150.9,   0.90403, 3,    237.461,   89.2,   0.98869
"463", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.473,   88.9,   0.98458
"464", 0.416, 1,    230.766,  -29.1,   0.96081, 2,    216.921, -150.5,   0.90317, 3,    236.928,   88.8,   0.98647
"465", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"466", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"467", 0.416, 1,    224.634,  -28.7,   0.93528, 2,    216.591, -151.0,   0.90179, 3,    237.484,   89.2,   0.98878
"468", 0.416, 1,    225.057,  -28.8,   0.93704, 2,    216.873, -151.0,   0.90297, 3,    237.471,   89.2,   0.98873
"469", 0.416, 1,    225.057,  -28.8,   0.93704, 2,    216.873, -151.0,   0.90297, 3,    237.471,   89.2,   0.98873
"470", 0.416, 1,    225.244,  -28.8,   0.93782, 2,    217.128, -150.9,   0.90403, 3,    237.462,   89.2,   0.98869
"471", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.451,   88.9,   0.98448
"472", 0.416, 1,    230.761,  -29.1,   0.96079, 2,    216.904, -150.5,    0.9031, 3,    236.929,   88.7,   0.98647
"473", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"474", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"475", 0.416, 1,    224.479,  -28.7,   0.93464, 2,    216.487, -151.0,   0.90136, 3,    237.489,   89.2,    0.9888
"476", 0.416, 1,    224.634,  -28.7,   0.93528, 2,    216.591, -151.0,   0.90179, 3,    237.484,   89.2,   0.98878
"477", 0.416, 1,    225.231,  -28.8,   0.93777, 2,    217.128, -150.9,   0.90403, 3,    237.462,   89.2,   0.98869
"478", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.435,   88.9,   0.98442
"479", 0.416, 1,    230.755,  -29.1,   0.96077, 2,    216.884, -150.5,   0.90301, 3,    236.929,   88.7,   0.98647
"480", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"481", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"482", 0.416, 1,    224.265,  -28.7,   0.93375, 2,    216.255, -151.0,    0.9004, 3,    237.462,   89.2,   0.98869
"483", 0.416, 1,    224.479,  -28.7,   0.93464, 2,    216.487, -151.0,   0.90136, 3,    237.489,   89.2,    0.9888
"484", 0.416, 1,    224.134,  -28.7,    0.9332, 2,    216.488, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"485", 0.416, 1,    225.222,  -28.8,   0.93773, 2,    217.128, -150.9,   0.90403, 3,    237.462,   89.2,   0.98869
"486", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.427,   88.9,   0.98438
"487", 0.416, 1,    230.749,  -29.1,   0.96074, 2,    216.863, -150.5,   0.90293, 3,     236.93,   88.7,   0.98648
"488", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"489", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"490", 0.416, 1,    223.957,  -28.6,   0.93247, 2,    215.923, -151.0,   0.89901, 3,    237.425,   89.2,   0.98854
"491", 0.416, 1,    224.265,  -28.7,   0.93375, 2,    216.255, -151.0,    0.9004, 3,    237.462,   89.2,   0.98869
"492", 0.416, 1,    224.125,  -28.7,   0.93316, 2,    216.489, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"493", 0.416, 1,    224.062,  -28.7,    0.9329, 2,    216.489, -151.0,   0.90137, 3,    237.493,   89.2,   0.98882
"494", 0.416, 1,    225.208,  -28.8,   0.93767, 2,    217.128, -150.9,   0.90403, 3,    237.462,   89.2,   0.98869
"495", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.422,   88.9,   0.98436
"496", 0.416, 1,    230.735,  -29.1,   0.96068, 2,    216.817, -150.5,   0.90273, 3,    236.931,   88.7,   0.98648
"497", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"498", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"499", 0.416, 1,     223.77,  -28.6,   0.93168, 2,     215.72, -151.0,   0.89817, 3,    237.402,   89.2,   0.98844
"500", 0.416, 1,    223.957,  -28.6,   0.93247, 2,    215.923, -151.0,   0.89901, 3,    237.425,   89.2,   0.98854
"501", 0.416, 1,    224.121,  -28.7,   0.93315, 2,    216.489, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"502", 0.416, 1,    224.016,  -28.7,   0.93271, 2,    216.489, -151.0,   0.90137, 3,    237.493,   89.2,   0.98882
"503", 0.416, 1,    225.187,  -28.8,   0.93759, 2,    217.128, -150.9,   0.90403, 3,    237.462,   89.2,   0.98869
"504", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.419,   88.9,   0.98435
"505", 0.416, 1,    230.421,  -29.0,   0.95938, 2,    215.771, -150.5,   0.89838, 3,    236.963,   88.7,   0.98661
"506", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"507", 0.416, 1,    231.627,  -29.3,    0.9644, 2,    219.771, -150.5,   0.91504, 3,    236.923,   88.9,   0.98645
"508", 0.416, 1,    223.737,  -28.6,   0.93155, 2,    215.685, -151.0,   0.89802, 3,    237.398,   89.2,   0.98843
"509", 0.416, 1,     223.77,  -28.6,   0.93168, 2,     215.72, -151.0,   0.89817, 3,    237.402,   89.2,   0.98844
"510", 0.416, 1,    224.118,  -28.7,   0.93314, 2,    216.489, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"511", 0.416, 1,    225.172,  -28.8,   0.93752, 2,    217.128, -150.9,   0.90403, 3,    237.462,   89.2,   0.98869
"512", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.415,   88.9,   0.98433
"513", 0.416, 1,    230.425,  -29.0,   0.95939, 2,    215.391, -150.5,    0.8968, 3,    236.964,   88.7,   0.98662
"514", 0.416, 1,    230.359,  -29.0,   0.95912, 2,     215.65, -150.5,   0.89788, 3,    236.964,   88.7,   0.98662
"515", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"516", 0.416, 1,    223.789,  -28.6,   0.93176, 2,    215.575, -151.0,   0.89756, 3,    237.343,   89.2,    0.9882
"517", 0.416, 1,    223.737,  -28.6,   0.93155, 2,    215.685, -151.0,   0.89802, 3,    237.398,   89.2,   0.98843
"518", 0.416, 1,    223.259,  -28.6,   0.92956, 2,    215.687, -151.0,   0.89803, 3,    237.403,   89.2,   0.98845
"519", 0.416, 1,    224.116,  -28.7,   0.93313, 2,    216.489, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"520", 0.416, 1,    225.162,  -28.8,   0.93748, 2,    217.128, -150.9,   0.90403, 3,    237.463,   89.2,    0.9887
"521", 0.416, 1,    231.373,  -29.2,   0.96334, 2,    218.939, -150.5,   0.91157, 3,    236.411,   88.9,   0.98432
"522", 0.416, 1,    230.429,  -29.0,   0.95941, 2,    215.056, -150.5,    0.8954, 3,    236.965,   88.7,   0.98662
"523", 0.416, 1,    230.325,  -29.0,   0.95898, 2,    215.585, -150.5,   0.89761, 3,    236.964,   88.7,   0.98662
"524", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"525", 0.416, 1,    223.826,  -28.6,   0.93192, 2,    215.493, -151.0,   0.89722, 3,    237.303,   89.2,   0.98803
"526", 0.416, 1,    223.789,  -28.6,   0.93176, 2,    215.575, -151.0,   0.89756, 3,    237.343,   89.2,    0.9882
"527", 0.416, 1,    222.976,  -28.6,   0.92838, 2,    215.688, -151.0,   0.89803, 3,    237.406,   89.2,   0.98846
"528", 0.416, 1,    224.114,  -28.7,   0.93312, 2,    216.489, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"529", 0.416, 1,    225.154,  -28.8,   0.93745, 2,    217.128, -150.9,   0.90403, 3,    237.463,   89.2,    0.9887
"530", 0.416, 1,    231.373,  -29.2,   0.96334, 2,     218.94, -150.5,   0.91157, 3,    236.387,   88.9,   0.98422
"531", 0.416, 1,     230.32,  -29.0,   0.95896, 2,    215.576, -150.5,   0.89757, 3,    236.964,   88.7,   0.98662
"532", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"533", 0.416, 1,    223.877,  -28.6,   0.93213, 2,    215.383, -151.0,   0.89676, 3,    237.248,   89.2,    0.9878
"534", 0.416, 1,    223.826,  -28.6,   0.93192, 2,    215.493, -151.0,   0.89722, 3,    237.303,   89.2,   0.98803
"535", 0.416, 1,    222.752,  -28.6,   0.92745, 2,    215.689, -151.0,   0.89804, 3,    237.408,   89.2,   0.98847
"536", 0.416, 1,    224.112,  -28.7,   0.93311, 2,    216.489, -151.0,   0.90137, 3,    237.492,   89.2,   0.98882
"537", 0.416, 1,    225.128,  -28.8,   0.93734, 2,    217.128, -150.9,   0.90403, 3,    237.463,   89.2,    0.9887
"538", 0.416, 1,    231.373,  -29.2,   0.96334, 2,     218.94, -150.5,   0.91157, 3,    236.379,   88.9,   0.98418
"539", 0.416, 1,    231.374,  -29.2,   0.96334, 2,    218.942, -150.5,   0.91158, 3,    236.158,   88.9,   0.98326
"540", 0.416, 1,    230.317,  -29.0,   0.95894, 2,    215.568, -150.5,   0.89754, 3,    236.964,   88.7,   0.98662
"541", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"542", 0.416, 1,    223.913,  -28.6,   0.93228, 2,    215.304, -151.0,   0.89644, 3,    237.209,   89.2,   0.98764
"543", 0.416, 1,    223.877,  -28.6,   0.93213, 2,    215.383, -151.0,   0.89676, 3,    237.248,   89.2,    0.9878
"544", 0.416, 1,     222.66,  -28.5,   0.92706, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"545", 0.416, 1,    224.107,  -28.7,   0.93309, 2,    216.489, -151.0,   0.90137, 3,    237.493,   89.2,   0.98882
"546", 0.416, 1,     224.92,  -28.8,   0.93647, 2,    217.129, -150.9,   0.90403, 3,    237.465,   89.2,   0.98871
"547", 0.416, 1,    231.373,  -29.2,   0.96334, 2,     218.94, -150.5,   0.91157, 3,     236.37,   88.9,   0.98415
"548", 0.416, 1,    230.313,  -29.0,   0.95893, 2,    215.561, -150.5,   0.89751, 3,    236.964,   88.7,   0.98662
"549", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"550", 0.416, 1,    224.015,  -28.6,    0.9327, 2,    215.086, -150.9,   0.89553, 3,      237.1,   89.2,   0.98719
"551", 0.416, 1,    223.913,  -28.6,   0.93228, 2,    215.304, -151.0,   0.89644, 3,    237.209,   89.2,   0.98764
"552", 0.416, 1,    222.647,  -28.5,   0.92701, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"553", 0.416, 1,    222.446,  -28.5,   0.92617, 2,     215.69, -151.0,   0.89804, 3,    237.411,   89.2,   0.98848
"554", 0.416, 1,    224.101,  -28.7,   0.93306, 2,    216.489, -151.0,   0.90137, 3,    237.493,   89.2,   0.98882
"555", 0.416, 1,     224.91,  -28.8,   0.93643, 2,    217.129, -150.9,   0.90403, 3,    237.465,   89.2,   0.98871
"556", 0.416, 1,    231.373,  -29.2,   0.96334, 2,     218.94, -150.5,   0.91158, 3,    236.347,   88.9,   0.98405
"557", 0.416, 1,    230.309,  -28.9,   0.95891, 2,    215.554, -150.5,   0.89748, 3,    236.964,   88.7,   0.98662
"558", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"559", 0.416, 1,    224.088,  -28.6,   0.93301, 2,    214.927, -150.9,   0.89487, 3,    237.022,   89.2,   0.98686
"560", 0.416, 1,    224.015,  -28.6,    0.9327, 2,    215.086, -150.9,   0.89553, 3,      237.1,   89.2,   0.98719
"561", 0.416, 1,    222.642,  -28.5,   0.92699, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"562", 0.416, 1,    222.284,  -28.5,    0.9255, 2,     215.69, -151.0,   0.89804, 3,    237.413,   89.2,   0.98849
"563", 0.416, 1,    224.045,  -28.7,   0.93283, 2,    216.489, -151.0,   0.90137, 3,    237.493,   89.2,   0.98882
"564", 0.416, 1,    224.901,  -28.8,    0.9364, 2,    217.129, -150.9,   0.90403, 3,    237.465,   89.2,   0.98871
"565", 0.416, 1,    230.306,  -28.9,    0.9589, 2,    215.547, -150.5,   0.89745, 3,    236.964,   88.7,   0.98662
"566", 0.416, 1,    231.217,  -29.2,   0.96269, 2,    218.421, -150.5,   0.90941, 3,    236.883,   88.8,   0.98628
"567", 0.416, 1,    224.098,  -28.6,   0.93305, 2,     214.91, -150.9,    0.8948, 3,    237.003,   89.1,   0.98678
"568", 0.416, 1,    224.088,  -28.6,   0.93301, 2,    214.927, -150.9,   0.89487, 3,    237.022,   89.2,   0.98686
"569", 0.416, 1,     224.09,  -28.6,   0.93302, 2,    214.768, -150.9,   0.89421, 3,    237.022,   89.1,   0.98686
"570", 0.416, 1,    222.635,  -28.5,   0.92696, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"571", 0.416, 1,    224.892,  -28.8,   0.93636, 2,    217.129, -150.9,   0.90403, 3,    237.465,   89.2,   0.98871
"572", 0.416, 1,    230.302,  -28.9,   0.95888, 2,    215.541, -150.5,   0.89742, 3,    236.964,   88.7,   0.98662
"573", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"574", 0.416, 1,    224.098,  -28.6,   0.93305, 2,     214.91, -150.9,    0.8948, 3,    237.003,   89.1,   0.98678
"575", 0.416, 1,     224.09,  -28.6,   0.93302, 2,    214.748, -150.9,   0.89412, 3,    237.022,   89.1,   0.98686
"576", 0.416, 1,    222.631,  -28.5,   0.92694, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"577", 0.416, 1,    224.884,  -28.8,   0.93632, 2,    217.129, -150.9,   0.90403, 3,    237.466,   89.2,   0.98871
"578", 0.416, 1,    230.285,  -28.9,   0.95881, 2,    215.506, -150.5,   0.89728, 3,    236.964,   88.7,   0.98662
"579", 0.416, 1,    224.165,  -28.6,   0.93333, 2,    214.795, -150.9,   0.89432, 3,    236.875,   89.1,   0.98625
"580", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"581", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"582", 0.416, 1,     224.09,  -28.6,   0.93302, 2,    214.734, -150.9,   0.89406, 3,    237.022,   89.1,   0.98686
"583", 0.416, 1,    222.626,  -28.5,   0.92692, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"584", 0.416, 1,    224.874,  -28.8,   0.93628, 2,    217.129, -150.9,   0.90403, 3,    237.466,   89.2,   0.98871
"585", 0.416, 1,    230.285,  -28.9,   0.95881, 2,    215.435, -150.5,   0.89698, 3,    236.965,   88.7,   0.98662
"586", 0.416, 1,    230.244,  -28.9,   0.95864, 2,    215.437, -150.5,   0.89699, 3,    236.964,   88.7,   0.98662
"587", 0.416, 1,    224.211,  -28.6,   0.93352, 2,    214.718, -150.9,     0.894, 3,    236.788,   89.1,   0.98589
"588", 0.416, 1,    224.165,  -28.6,   0.93333, 2,    214.795, -150.9,   0.89432, 3,    236.875,   89.1,   0.98625
"589", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"590", 0.416, 1,     224.09,  -28.6,   0.93302, 2,    214.719, -150.9,     0.894, 3,    237.022,   89.1,   0.98686
"591", 0.416, 1,    222.621,  -28.5,    0.9269, 2,    215.689, -151.0,   0.89804, 3,    237.409,   89.2,   0.98847
"592", 0.416, 1,    224.865,  -28.8,   0.93624, 2,    217.129, -150.9,   0.90403, 3,    237.466,   89.2,   0.98871
"593", 0.416, 1,    230.285,  -28.9,   0.95881, 2,    215.431, -150.5,   0.89696, 3,    236.965,   88.7,   0.98662
"594", 0.416, 1,    230.052,  -28.9,   0.95784, 2,    215.108, -150.5,   0.89562, 3,    236.964,   88.7,   0.98662
"595", 0.416, 1,    224.286,  -28.6,   0.93383, 2,    214.498, -150.9,   0.89308, 3,     236.81,   89.1,   0.98598
"596", 0.416, 1,    224.213,  -28.6,   0.93353, 2,    214.726, -150.9,   0.89403, 3,    236.765,   89.1,   0.98579
"597", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"598", 0.416, 1,    224.092,  -28.6,   0.93303, 2,    214.584, -150.9,   0.89344, 3,    237.023,   89.1,   0.98686
"599", 0.416, 1,    222.592,  -28.5,   0.92678, 2,    215.689, -151.0,   0.89804, 3,     237.41,   89.2,   0.98848
"600", 0.416, 1,    224.853,  -28.8,   0.93619, 2,    217.129, -150.9,   0.90404, 3,    237.466,   89.2,   0.98871
"601", 0.416, 1,    230.285,  -28.9,   0.95881, 2,    215.429, -150.5,   0.89696, 3,    236.965,   88.7,   0.98662
"602", 0.416, 1,    230.053,  -28.9,   0.95784, 2,     215.11, -150.5,   0.89563, 3,      236.7,   88.7,   0.98552
"603", 0.416, 1,    229.821,  -28.9,   0.95688, 2,      214.7, -150.6,   0.89392, 3,    237.022,   88.6,   0.98686
"604", 0.416, 1,    224.353,  -28.6,   0.93411, 2,    214.303, -150.9,   0.89227, 3,     236.83,   89.1,   0.98606
"605", 0.416, 1,    224.286,  -28.6,   0.93383, 2,    214.498, -150.9,   0.89308, 3,     236.81,   89.1,   0.98598
"606", 0.416, 1,    224.286,  -28.6,   0.93383, 2,    214.498, -150.9,   0.89308, 3,     236.81,   89.1,   0.98598
"607", 0.416, 1,    224.214,  -28.6,   0.93353, 2,    214.732, -150.9,   0.89405, 3,    236.186,   89.2,   0.98338
"608", 0.416, 1,    224.213,  -28.6,   0.93353, 2,    214.726, -150.9,   0.89403, 3,    236.765,   89.1,   0.98579
"609", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"610", 0.416, 1,    224.093,  -28.6,   0.93303, 2,    214.521, -150.9,   0.89318, 3,    237.023,   89.1,   0.98686
"611", 0.416, 1,    222.375,  -28.5,   0.92588, 2,     215.69, -151.0,   0.89804, 3,    237.412,   89.2,   0.98848
"612", 0.416, 1,    224.846,  -28.8,   0.93616, 2,    217.129, -150.9,   0.90404, 3,    237.466,   89.2,   0.98871
"613", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.427, -150.5,   0.89695, 3,    236.965,   88.7,   0.98662
"614", 0.416, 1,    230.053,  -28.9,   0.95784, 2,    215.112, -150.5,   0.89564, 3,     236.56,   88.7,   0.98494
"615", 0.416, 1,      229.6,  -28.8,   0.95596, 2,    214.309, -150.6,   0.89229, 3,    237.078,   88.6,   0.98709
"616", 0.416, 1,    224.353,  -28.6,   0.93411, 2,    214.066, -150.8,   0.89128, 3,     236.83,   89.1,   0.98606
"617", 0.416, 1,    224.353,  -28.6,   0.93411, 2,    214.303, -150.9,   0.89227, 3,     236.83,   89.1,   0.98606
"618", 0.416, 1,    224.353,  -28.6,   0.93411, 2,    214.303, -150.9,   0.89227, 3,     236.83,   89.1,   0.98606
"619", 0.416, 1,    224.215,  -28.6,   0.93354, 2,    214.733, -150.9,   0.89406, 3,     236.05,   89.2,   0.98281
"620", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"621", 0.416, 1,    224.093,  -28.6,   0.93303, 2,    214.491, -150.9,   0.89305, 3,    237.023,   89.1,   0.98687
"622", 0.416, 1,    224.814,  -28.8,   0.93603, 2,    217.129, -150.9,   0.90404, 3,    237.466,   89.2,   0.98871
"623", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.426, -150.5,   0.89694, 3,    236.965,   88.7,   0.98662
"624", 0.416, 1,    229.602,  -28.8,   0.95597, 2,    214.203, -150.6,   0.89185, 3,    237.078,   88.6,   0.98709
"625", 0.416, 1,    229.526,  -28.8,   0.95565, 2,    214.235, -150.6,   0.89199, 3,     237.09,   88.6,   0.98714
"626", 0.416, 1,    224.353,  -28.6,   0.93411, 2,    213.744, -150.8,   0.88994, 3,     236.83,   89.1,   0.98606
"627", 0.416, 1,    224.101,  -28.6,   0.93306, 2,    214.906, -150.9,   0.89478, 3,    236.998,   89.1,   0.98676
"628", 0.416, 1,    224.093,  -28.6,   0.93303, 2,    214.472, -150.9,   0.89297, 3,    237.023,   89.1,   0.98687
"629", 0.416, 1,    224.681,  -28.7,   0.93548, 2,     217.13, -150.9,   0.90404, 3,    237.468,   89.2,   0.98872
"630", 0.416, 1,    230.286,  -28.9,   0.95881, 2,    215.423, -150.5,   0.89693, 3,    236.965,   88.7,   0.98662
"631", 0.416, 1,    229.602,  -28.8,   0.95597, 2,    214.177, -150.6,   0.89174, 3,    237.078,   88.6,    0.9871
"632", 0.416, 1,    229.509,  -28.8,   0.95558, 2,    214.218, -150.6,   0.89192, 3,    237.093,   88.6,   0.98715
